,equity,gross,net,turnover,trading_costs,roll_costs,liquidation_penalty,liquidated_notional,min_margin_buffer
2012-01-31 00:00:00+00:00,10368.866211208599,0.6015780206994098,0.2143929004337779,0.14941135588460994,0.7743866519939979,0.0,0.0,0.0,0.9485572662770592
2012-02-01 00:00:00+00:00,10372.578899144008,0.6037471241564064,0.21485181782680857,0.0017153523166979386,0.008887860266964207,0.0,0.0,0.0,0.9478470666191474
2012-02-02 00:00:00+00:00,10375.263063739134,0.6010746453046824,0.21466442795384522,0.003973339087283964,0.02059757128459629,0.0,0.0,0.0,0.94920984742917
2012-02-03 00:00:00+00:00,10390.293556153272,0.6026606183134143,0.2150999699246348,0.0016796428962800938,0.008714944415764654,0.0,0.0,0.0,0.9470969630797473
2012-02-06 00:00:00+00:00,10379.249189710512,0.6013652177858799,0.21365058039061038,0.004611964193411196,0.023948238433648614,0.0,0.0,0.0,0.9496357393843738
2012-02-07 00:00:00+00:00,10392.697721823204,0.604393566595065,0.21504319416923112,0.0012217104689026918,0.006340853968904151,0.0,0.0,0.0,0.9467915281930478
2012-02-08 00:00:00+00:00,10394.39213122378,0.6005438384037841,0.21430373765569774,0.003768489972920043,0.01958064988042954,0.0,0.0,0.0,0.9491973148466224
2012-02-09 00:00:00+00:00,10402.04848152666,0.6023611590043061,0.21442020365709302,0.002453946019696538,0.012757919367885671,0.0,0.0,0.0,0.9486017346239622
2012-02-10 00:00:00+00:00,10390.797253703975,0.5986838602807372,0.2134098248942176,0.002048348573044298,0.01065140339090173,0.0,0.0,0.0,0.9479390736344695
2012-02-13 00:00:00+00:00,10413.48120869253,0.6017536926846023,0.2154800676968867,0.0013731263193119021,0.007137002440803513,0.0,0.0,0.0,0.9486057381225499
2012-02-14 00:00:00+00:00,10417.591853863945,0.5717149855209609,0.15616660109650185,0.17841037584407615,0.9290693451254716,0.0,0.0,0.0,0.950824967496831
2012-02-15 00:00:00+00:00,10418.095977748859,0.5727868957923661,0.15593352127021068,0.0017826997046480261,0.009285575319608535,0.0,0.0,0.0,0.9514267939837244
2012-02-16 00:00:00+00:00,10432.179186699026,0.577039237492764,0.15702578310645143,0.0024514648828278043,0.01276970218108904,0.0,0.0,0.0,0.9489721484575986
2012-02-17 00:00:00+00:00,10429.16650102949,0.5743884833276689,0.15549094414528747,0.0037862344363759903,0.019752745382755274,0.0,0.0,0.0,0.9519391220891806
2012-02-21 00:00:00+00:00,10448.330584583933,0.5736240282280436,0.156057869130071,0.003322138061814802,0.01735174680833302,0.0,0.0,0.0,0.9506481742734537
2012-02-22 00:00:00+00:00,10449.330827239311,0.5727088879175244,0.15584987917438553,0.003177171920069867,0.016600256630204188,0.0,0.0,0.0,0.9518188731993243
2012-02-23 00:00:00+00:00,10468.052181998279,0.5764261742949256,0.1575976137216598,0.0019898664937418216,0.010393817068505829,0.0,0.0,0.0,0.9493920791665276
2012-02-24 00:00:00+00:00,10456.898714583012,0.5759752986559398,0.1547857900780979,0.0036382100260650627,0.019046863879398558,0.0,0.0,0.0,0.9520602847907791
2012-02-27 00:00:00+00:00,10467.994314088155,0.5727539863452492,0.15705185104323166,0.0036310003046477156,0.01897827098692476,0.0,0.0,0.0,0.9495109471943939
2012-02-28 00:00:00+00:00,10459.202179011845,0.57542799435691,0.15554887302509332,0.0032146275509134514,0.016817818786860877,0.0,0.0,0.0,0.9518240391578446
2012-02-29 00:00:00+00:00,10442.928549565202,0.6315777448680543,0.23150888048369933,0.2871951572655624,1.5019019390645665,0.0,0.0,0.0,0.9441645513205882
2012-03-01 00:00:00+00:00,10476.921072401856,0.6357081442356849,0.23550995595277452,0.0043877986675290755,0.022897817436041433,0.0,0.0,0.0,0.9440067985321982
2012-03-02 00:00:00+00:00,10463.059382565667,0.6303421814974918,0.23145355890529765,0.0033560382524391724,0.01758317807958931,0.0,0.0,0.0,0.9463559514526217
2012-03-05 00:00:00+00:00,10439.596487713678,0.6337307051017352,0.23103286060599168,0.0038015928124699727,0.01988377567315558,0.0,0.0,0.0,0.9467443432357248
2012-03-06 00:00:00+00:00,10386.596976699191,0.629783829265298,0.22830176172077166,0.0025505470252415834,0.013319735956936345,0.0,0.0,0.0,0.946785961070317
2012-03-07 00:00:00+00:00,10419.652894248096,0.6350870397190123,0.23482210967791795,0.00483070141061662,0.025093881636536655,0.0,0.0,0.0,0.9450352910928422
2012-03-08 00:00:00+00:00,10447.549210410445,0.6368517648862718,0.2345654315284394,0.0023560557946823574,0.012275791894576206,0.0,0.0,0.0,0.9443133992524162
2012-03-09 00:00:00+00:00,10476.75961496433,0.6308482791803779,0.23463234538109273,0.0037973843566322593,0.019839165615935024,0.0,0.0,0.0,0.9444347940095303
2012-03-12 00:00:00+00:00,10461.425556780505,0.6335793497866565,0.23144906471074794,0.004288032582583777,0.022462778246731513,0.0,0.0,0.0,0.9467264406567116
2012-03-13 00:00:00+00:00,10509.333202484444,0.6341178265431386,0.23597375777346355,0.0019978447113156474,0.010451690412569662,0.0,0.0,0.0,0.9429057552393366
2012-03-14 00:00:00+00:00,10501.429522041208,0.584155514891834,0.15102430862346994,0.27164519452378355,1.4270251379726786,0.0,0.0,0.0,0.9504863244157661
2012-03-15 00:00:00+00:00,10507.8540352341,0.5889989225413271,0.15178358318424637,0.00327345302234908,0.017189152206033825,0.0,0.0,0.0,0.9495928353124315
2012-03-16 00:00:00+00:00,10515.34821686864,0.5893933508559376,0.15165467908408195,0.0019483029442075687,0.010239533382336817,0.0,0.0,0.0,0.9502553133667384
2012-03-19 00:00:00+00:00,10525.89724297909,0.5873156151940347,0.1529879735745185,0.0032013168963490463,0.01681531445495145,0.0,0.0,0.0,0.9494506965310439
2012-03-20 00:00:00+00:00,10492.738253365382,0.5852292551909506,0.1498762363452693,0.0027696020235327724,0.014555123451930288,0.0,0.0,0.0,0.9506468156368859
2012-03-21 00:00:00+00:00,10498.27773423169,0.5869107468677541,0.15120713817441836,0.0025056597145630757,0.01315434838492847,0.0,0.0,0.0,0.950910569455464
2012-03-22 00:00:00+00:00,10467.457331598805,0.5864165254963124,0.14911441164174574,0.0009918684602967347,0.005204674714084816,0.0,0.0,0.0,0.9503075980058399
2012-03-23 00:00:00+00:00,10478.864377317419,0.5884428780031447,0.15201553410140498,0.002658195918787104,0.013916070130598066,0.0,0.0,0.0,0.9488857044947566
2012-03-26 00:00:00+00:00,10519.002654415817,0.5892298256573242,0.15457145183869062,0.0022038279767915524,0.011546665177653532,0.0,0.0,0.0,0.9476123847924999
2012-03-27 00:00:00+00:00,10513.234725256665,0.5859186246766726,0.15078311611073952,0.004075168022752325,0.02143523820997587,0.0,0.0,0.0,0.9514842322245829
2012-03-28 00:00:00+00:00,10475.02860345742,0.6731286472163538,0.4074412504292328,0.267734914960875,1.4068516085846356,0.0,0.0,0.0,0.9435317598032369
2012-03-29 00:00:00+00:00,10447.434905546055,0.6730332828648282,0.40760417872954813,0.002011918537788017,0.010539766649029085,0.0,0.0,0.0,0.9423004218764093
2012-03-30 00:00:00+00:00,10463.362586052328,0.673164312590961,0.4097050622459866,0.002340592688622318,0.012236724789037751,0.0,0.0,0.0,0.9429952861010436
2012-04-02 00:00:00+00:00,10502.450016200908,0.675290321824982,0.41060606069873684,0.002569263391564238,0.01346182628727267,0.0,0.0,0.0,0.9398056030429978
2012-04-03 00:00:00+00:00,10486.181132572712,0.6705468944113148,0.4086695106728241,0.0035792361706385757,0.01878612753751433,0.0,0.0,0.0,0.9414106498455417
2012-04-04 00:00:00+00:00,10405.975332096043,0.6705720644197728,0.4051778785079057,0.0034518041509770322,0.018084866457278474,0.0,0.0,0.0,0.9439823219517547
2012-04-05 00:00:00+00:00,10429.7312700639,0.6733282599355801,0.41027152655004884,0.004185834744681895,0.021792482678600622,0.0,0.0,0.0,0.9414721172325249
2012-04-09 00:00:00+00:00,10400.332378285162,0.6735433736836647,0.409434794012986,0.004682887480023351,0.02434603943214021,0.0,0.0,0.0,0.9429645968522732
2012-04-10 00:00:00+00:00,10352.325262689983,0.6729404223133498,0.4066023847437604,0.0006481848990836994,0.003370398566640762,0.0,0.0,0.0,0.9434663134119947
2012-04-11 00:00:00+00:00,10376.299023795997,0.6739954521171473,0.41074588305455667,0.004355958733293825,0.02254386178764159,0.0,0.0,0.0,0.9429197716369206
2012-04-12 00:00:00+00:00,10408.346074210309,0.6814138482778196,0.15136646254594618,0.5145172237329677,2.669495125563524,0.0,0.0,0.0,0.9399362984478246
2012-04-13 00:00:00+00:00,10367.605039319662,0.6714845700308724,0.14524082545972278,0.004876809450898894,0.025379006707251447,0.0,0.0,0.0,0.9434654090579218
2012-04-16 00:00:00+00:00,10338.300366347341,0.6775898023276598,0.14599029247340609,0.005291312540399072,0.02743418584711143,0.0,0.0,0.0,0.9440202919494329
2012-04-17 00:00:00+00:00,10392.035021697277,0.6791194646148269,0.15274154095653752,0.003703855669610675,0.019150800577976915,0.0,0.0,0.0,0.9383213921613659
2012-04-18 00:00:00+00:00,10375.85239786126,0.6752776227460026,0.146969135933158,0.005309566650486718,0.027597155409770088,0.0,0.0,0.0,0.9448996983525598
2012-04-19 00:00:00+00:00,10365.213007528408,0.6755718185319368,0.14732237854181196,0.0020580865441367016,0.010681758035625277,0.0,0.0,0.0,0.9430298317067592
2012-04-20 00:00:00+00:00,10353.218701867143,0.678439452749453,0.14731364437815161,0.0017213336930739093,0.0089237152686007,0.0,0.0,0.0,0.9443346709847048
2012-04-23 00:00:00+00:00,10331.011199486104,0.6745712809476353,0.14675131543086253,0.0026342758289380104,0.01363627774017323,0.0,0.0,0.0,0.941917098963711
2012-04-24 00:00:00+00:00,10325.982547415806,0.6770800991820576,0.14827008175348222,0.002323919005811463,0.012002462045424905,0.0,0.0,0.0,0.9432972311306949
2012-04-25 00:00:00+00:00,10384.527651425205,0.6796591574549208,0.15343129817973972,0.003169839931982492,0.016364492270369325,0.0,0.0,0.0,0.93883482950818
2012-04-26 00:00:00+00:00,10399.58861884504,0.6023008765771893,0.07082632557165104,0.27321644785728777,1.4191397100322558,0.0,0.0,0.0,0.9487465177347266
2012-04-27 00:00:00+00:00,10401.686093374163,0.6039627844549721,0.06944354962238024,0.0019872379496802713,0.010338146773405821,0.0,0.0,0.0,0.948610842550408
2012-04-30 00:00:00+00:00,10389.857414702581,0.5997774861068907,0.06807292933429485,0.0030069863495857108,0.01564838588712822,0.0,0.0,0.0,0.9505397048471782
2012-05-01 00:00:00+00:00,10408.282829982445,0.599690964724971,0.07131414261488733,0.00175850496787237,0.009135615677412565,0.0,0.0,0.0,0.9485887114691546
2012-05-02 00:00:00+00:00,10416.084477187625,0.598994237779203,0.0705351378181967,0.002129730495384799,0.011081753982233095,0.0,0.0,0.0,0.9488067263337223
2012-05-03 00:00:00+00:00,10390.956388897826,0.597983250567129,0.06734243327999978,0.0023687985948077153,0.01233821443900721,0.0,0.0,0.0,0.9506612270614423
2012-05-04 00:00:00+00:00,10333.452117852019,0.5964840833319218,0.06450581213957267,0.003232944478902048,0.016796987388826148,0.0,0.0,0.0,0.9501196828383648
2012-05-07 00:00:00+00:00,10346.191844079007,0.6026050901449621,0.07134491113330067,0.007686442563261425,0.03969245381582314,0.0,0.0,0.0,0.9463918465938418
2012-05-08 00:00:00+00:00,10341.873429029147,0.5978412211229539,0.06933702308511623,0.0023829954451517303,0.01232711104387444,0.0,0.0,0.0,0.9470359478139269
2012-05-09 00:00:00+00:00,10345.826442972957,0.598755547743232,0.06936507212995534,0.0036638950489877517,0.018959823061371534,0.0,0.0,0.0,0.9477522505411884
2012-05-10 00:00:00+00:00,10341.41304533358,0.5212548122823576,-0.13070686390265868,0.2074456836118079,1.0732220787604168,0.0,0.0,0.0,0.9560528456587357
2012-05-11 00:00:00+00:00,10345.850066684108,0.5191723309858987,-0.13063776992149614,0.0007400256642484289,0.003829542078217993,0.0,0.0,0.0,0.9562668181462529
2012-05-14 00:00:00+00:00,10351.117254701438,0.5178726048084316,-0.13019309831331904,0.0028416876639927695,0.014707100908270447,0.0,0.0,0.0,0.9566384128700326
2012-05-15 00:00:00+00:00,10363.187771316032,0.517780930845722,-0.1296571055716453,0.003169380810995822,0.01641441283676892,0.0,0.0,0.0,0.9553466813522651
2012-05-16 00:00:00+00:00,10362.540065715963,0.5185773301063092,-0.13108229259475324,0.0033363322569552115,0.017299783938526703,0.0,0.0,0.0,0.9568353308002547
2012-05-17 00:00:00+00:00,10319.437206119655,0.5195853206118921,-0.13499077685041738,0.0016589451774630878,0.00859589246313519,0.0,0.0,0.0,0.9568378444788013
2012-05-18 00:00:00+00:00,10302.106825373137,0.5194077074131522,-0.13291382018118733,0.004187944797558924,0.021623949356644252,0.0,0.0,0.0,0.956292743089759
2012-05-21 00:00:00+00:00,10335.579952228616,0.5231318802436872,-0.1262023762602308,0.004265864402805793,0.02196693663325173,0.0,0.0,0.0,0.9525754727917591
2012-05-22 00:00:00+00:00,10349.028240269814,0.5166765469179466,-0.12846796534545576,0.00493431125920683,0.02549333506973789,0.0,0.0,0.0,0.9550551515523936
2012-05-23 00:00:00+00:00,10385.39292494841,0.5172859685799784,-0.12805244673062177,0.005722870049004236,0.02966043973631036,0.0,0.0,0.0,0.9533355348248768
2012-05-24 00:00:00+00:00,10392.053881729697,0.6025888372936374,-0.14123606771289843,0.25444484052761074,1.3203087935545592,0.0,0.0,0.0,0.9465512266559603
2012-05-25 00:00:00+00:00,10374.688694278013,0.6036470034219696,-0.14414190188627857,0.001944289289804453,0.010096387348036383,0.0,0.0,0.0,0.949354801768301
2012-05-29 00:00:00+00:00,10406.780614484593,0.6028197470231086,-0.1391165888470318,0.0017483164571562813,0.00906681457121751,0.0,0.0,0.0,0.9454124287927079
2012-05-30 00:00:00+00:00,10423.091107208256,0.595287099232187,-0.1409605408990978,0.003789677027379819,0.01971605013026159,0.0,0.0,0.0,0.9462343117919093
2012-05-31 00:00:00+00:00,10436.586211709231,0.6027711047351714,-0.1419735809687473,0.00982779223684924,0.05124156147360294,0.0,0.0,0.0,0.9468448937807261
2012-06-01 00:00:00+00:00,10397.16495920707,0.5997401280092814,-0.14712604717956118,0.002614264653376705,0.013640362971609038,0.0,0.0,0.0,0.947268413365383
2012-06-04 00:00:00+00:00,10382.386547026646,0.6067945133594828,-0.14467307064002285,0.009761955488013067,0.05075365644009451,0.0,0.0,0.0,0.9480610854655761
2012-06-05 00:00:00+00:00,10401.507553754047,0.6041682899239178,-0.1406741907872224,0.00319098397362259,0.0165627693011715,0.0,0.0,0.0,0.9465943737646816
2012-06-06 00:00:00+00:00,10413.382801944997,0.6119710355643062,-0.14164203523411997,0.002685232214161549,0.013965418326920992,0.0,0.0,0.0,0.9441026828296224
2012-06-07 00:00:00+00:00,10404.688418853404,0.6032244545163775,-0.14300895624344065,0.009300278807643777,0.048386747821855064,0.0,0.0,0.0,0.9475365189880828
2012-06-08 00:00:00+00:00,10442.247402650992,0.5131263588622244,-0.22910324396170867,0.2628851488992364,1.3701187126532575,0.0,0.0,0.0,0.954777754723583
2012-06-11 00:00:00+00:00,10425.424691762193,0.5049828190665097,-0.23087203241479776,0.005942941561908201,0.030964361080359687,0.0,0.0,0.0,0.9533983631964521
2012-06-12 00:00:00+00:00,10431.576626545879,0.5187239744213059,-0.2326710776745763,0.010525098838843085,0.054951346765310875,0.0,0.0,0.0,0.9553956039076283
2012-06-13 00:00:00+00:00,10416.070595280473,0.5128750603335523,-0.23302707456608318,0.005705513903178947,0.029752622228987217,0.0,0.0,0.0,0.9564949475533174
2012-06-14 00:00:00+00:00,10418.355516606667,0.516360588993658,-0.2319080868508085,0.0028990033855081747,0.015107045770043853,0.0,0.0,0.0,0.9554579765692766
2012-06-15 00:00:00+00:00,10401.47308951632,0.5148039213038341,-0.2321574036389739,0.004682616442305811,0.024367072578237142,0.0,0.0,0.0,0.955251972605778
2012-06-18 00:00:00+00:00,10425.987761265455,0.5086273127987674,-0.22777748700644118,0.005265134216138962,0.027365297875462755,0.0,0.0,0.0,0.9538314726064736
2012-06-19 00:00:00+00:00,10414.272945208075,0.517524199715334,-0.2330741109482135,0.004951559268548171,0.025817483371557867,0.0,0.0,0.0,0.9562545071011622
2012-06-20 00:00:00+00:00,10439.523926732327,0.5103087863671626,-0.22877245813444835,0.004052008722718166,0.02110455151220618,0.0,0.0,0.0,0.9546468450818698
2012-06-21 00:00:00+00:00,10461.525757841155,0.5034206065899426,-0.22909615254224103,0.0031907290309745213,0.01665805217839099,0.0,0.0,0.0,0.9533959339245233
2012-06-22 00:00:00+00:00,10457.424231642877,0.5190617974155675,-0.23619778314026235,0.06100901530527156,0.31916497403176647,0.0,0.0,0.0,0.9562946988831886
2012-06-25 00:00:00+00:00,10444.067517404432,0.5131791346784628,-0.2367637644858378,0.0032278404031805593,0.016871917829251588,0.0,0.0,0.0,0.956263665737701
2012-06-26 00:00:00+00:00,10446.83539472179,0.5178435651105354,-0.23519650015061638,0.00364269311650668,0.019021267552297168,0.0,0.0,0.0,0.9564243709789524
2012-06-27 00:00:00+00:00,10458.782005740313,0.5163325011274172,-0.23432123519959314,0.0021278049794154676,0.01111570131737634,0.0,0.0,0.0,0.955833956812861
2012-06-28 00:00:00+00:00,10483.631790309171,0.5102938342328271,-0.23229433248898188,0.0023987499798142457,0.012540272944976286,0.0,0.0,0.0,0.9523566935151124
2012-06-29 00:00:00+00:00,10417.051277937844,0.5323839873605098,-0.24205081792982733,0.004354318900355947,0.022798203154100596,0.0,0.0,0.0,0.952013456653079
2012-07-02 00:00:00+00:00,10433.552985408238,0.5143174899386923,-0.23400464214671923,0.016038995715563477,0.08356510199894632,0.0,0.0,0.0,0.9559804146627198
2012-07-03 00:00:00+00:00,10411.554957156945,0.5219366887504544,-0.23823247407147347,0.0021579794897560855,0.011257989542100355,0.0,0.0,0.0,0.9561909879673526
2012-07-05 00:00:00+00:00,10444.326801608462,0.5109368999644106,-0.2316161503640213,0.0056420023048334,0.029368758363760895,0.0,0.0,0.0,0.9535129402768538
2012-07-06 00:00:00+00:00,10472.702738785356,0.5103418071403715,-0.23296073655193447,0.006238086521653401,0.032595379817587845,0.0,0.0,0.0,0.9537381404805721
2012-07-09 00:00:00+00:00,10454.41968920663,0.4820008041968579,-0.25080675357074594,0.09186416138706706,0.48096164101815864,0.0,0.0,0.0,0.9601107008254839
2012-07-10 00:00:00+00:00,10461.396244118529,0.4757560575473229,-0.24770947322900932,0.002836792718059162,0.014824688382954648,0.0,0.0,0.0,0.9584690808976596
2012-07-11 00:00:00+00:00,10449.873093502974,0.4802882333685831,-0.2501056602217556,0.0037083138589580483,0.019394976446188084,0.0,0.0,0.0,0.9586022471808514
2012-07-12 00:00:00+00:00,10447.036142951583,0.47729267292036176,-0.24853931131161364,0.00242874513448077,0.012683292798368072,0.0,0.0,0.0,0.959103507782644
2012-07-13 00:00:00+00:00,10440.062702022258,0.48432392358258847,-0.24976507247244417,0.0025271785431804604,0.013201466977430966,0.0,0.0,0.0,0.9587974626518738
2012-07-16 00:00:00+00:00,10421.864980890314,0.48127069408503265,-0.250819128012778,0.005037208287428055,0.026289673267964275,0.0,0.0,0.0,0.9606551751751758
2012-07-17 00:00:00+00:00,10421.806579945085,0.4812973164111825,-0.24899794076528325,0.001826860664989053,0.009520610147082229,0.0,0.0,0.0,0.9590948933044898
2012-07-18 00:00:00+00:00,10432.328747586898,0.48053394225962437,-0.2478062231951061,0.0020868777199112495,0.010876272905845304,0.0,0.0,0.0,0.959040748010029
2012-07-19 00:00:00+00:00,10415.735904109883,0.4829622222248303,-0.25024967445604135,0.00210137678605481,0.010955831029249137,0.0,0.0,0.0,0.959583387429699
2012-07-20 00:00:00+00:00,10426.899780616768,0.4754752161034883,-0.24792536184424604,0.002985808138502865,0.015554662249594602,0.0,0.0,0.0,0.959216605863274
2012-07-23 00:00:00+00:00,10432.00614663283,0.6199772499231223,-0.1854982651347793,0.34751147914499847,1.8124055162886985,0.0,0.0,0.0,0.9454259607441946
2012-07-24 00:00:00+00:00,10422.010654344032,0.6224128877510402,-0.18755740615458635,0.0049977171643927,0.026080798308699076,0.0,0.0,0.0,0.9471760424627959
2012-07-25 00:00:00+00:00,10384.35365803768,0.6300356214886578,-0.19025789795892148,0.003139591233845291,0.016361997708178328,0.0,0.0,0.0,0.9471553090441269
2012-07-26 00:00:00+00:00,10376.298700633624,0.6298169246526685,-0.18642201464445826,0.006430137017611866,0.033376844932603865,0.0,0.0,0.0,0.9447479686226894
2012-07-27 00:00:00+00:00,10405.68308526749,0.6281325127800303,-0.18272073809431205,0.005565529147240355,0.028880351355558418,0.0,0.0,0.0,0.9440134178803035
2012-07-30 00:00:00+00:00,10410.987930109295,0.6227132594870823,-0.1846909240944613,0.004795281550650812,0.024937571182483916,0.0,0.0,0.0,0.947556135900306
2012-07-31 00:00:00+00:00,10416.273652428212,0.6226016086399396,-0.18533629203067148,0.0018264487727762957,0.009508321342924128,0.0,0.0,0.0,0.9467016913267102
2012-08-01 00:00:00+00:00,10421.934964648244,0.6218196847099247,-0.18499375865841133,0.0027986781037450913,0.014573369454735453,0.0,0.0,0.0,0.9464895818494201
2012-08-02 00:00:00+00:00,10446.166446316716,0.6194602836286268,-0.18352481929050096,0.0037988421815678027,0.019802881263734338,0.0,0.0,0.0,0.9411173731145918
2012-08-03 00:00:00+00:00,10407.406264505777,0.6365393897459376,-0.18985328596916107,0.004008343575592172,0.020928771116875442,0.0,0.0,0.0,0.9447742200151352
2012-08-06 00:00:00+00:00,10407.393665458763,0.5710041177853574,-0.12337647135942621,0.20442163232983515,1.0638670281635678,0.0,0.0,0.0,0.9524892766058196
2012-08-07 00:00:00+00:00,10412.040824683518,0.5715387068056059,-0.1230710356987094,0.0012627106184521474,0.006571976405376258,0.0,0.0,0.0,0.9519084642660322
2012-08-08 00:00:00+00:00,10416.964354850808,0.5698884612450255,-0.12307176507025151,0.001656508187404291,0.008625642078629965,0.0,0.0,0.0,0.9525440381374807
2012-08-09 00:00:00+00:00,10426.205771291405,0.5692926336433507,-0.12226681723682398,0.0009643806354300566,0.005022499524671033,0.0,0.0,0.0,0.9519784839619221
2012-08-10 00:00:00+00:00,10427.212225788133,0.5704652349851655,-0.12317422929686728,0.0014900101268822998,0.0077670068191337815,0.0,0.0,0.0,0.9520316750797965
2012-08-13 00:00:00+00:00,10428.32269651863,0.5698099228953147,-0.12283901806213397,0.001027309898338609,0.00535405037174636,0.0,0.0,0.0,0.9515313576693523
2012-08-14 00:00:00+00:00,10429.085656017089,0.5691965112455216,-0.12316895361171422,0.001447753860473338,0.007548056988068321,0.0,0.0,0.0,0.9520353751609524
2012-08-15 00:00:00+00:00,10434.16101770104,0.5710992158399193,-0.12344248941499572,0.0019286815413196365,0.01006278334087408,0.0,0.0,0.0,0.952352585728844
2012-08-16 00:00:00+00:00,10426.19141021429,0.5741389314756697,-0.12452123592935618,0.001608070407944466,0.008391653901605563,0.0,0.0,0.0,0.952372062791804
2012-08-17 00:00:00+00:00,10435.78405454806,0.5691001804768954,-0.12249810670157786,0.004233205618752109,0.022071395029616685,0.0,0.0,0.0,0.9526249430324581
2012-08-20 00:00:00+00:00,10427.828028808493,0.5150135270319888,-0.06541311060744741,0.3372963067058964,1.7596578910363776,0.0,0.0,0.0,0.957668889888541
2012-08-21 00:00:00+00:00,10403.815962612322,0.5174370622645781,-0.06746949430242803,0.0008055515365294041,0.004200230735493261,0.0,0.0,0.0,0.9576097241248019
2012-08-22 00:00:00+00:00,10390.764396310431,0.5164177439192542,-0.06642615139502905,0.0032416600703472284,0.016864674712727772,0.0,0.0,0.0,0.9563809348549349
2012-08-23 00:00:00+00:00,10359.48837121782,0.514481783490702,-0.06728691337031693,0.003569702407758059,0.018530357078214314,0.0,0.0,0.0,0.9578085464961077
2012-08-24 00:00:00+00:00,10376.8473863541,0.5138242789080145,-0.06340331426587098,0.002100153397529534,0.01088043908077443,0.0,0.0,0.0,0.9564470135483337
2012-08-27 00:00:00+00:00,10378.241072423214,0.513583844154671,-0.0649189112775213,0.0022609699510447757,0.011731865755014902,0.0,0.0,0.0,0.9578473684082818
2012-08-28 00:00:00+00:00,10374.77505581724,0.5159109721184162,-0.06594621767278522,0.0015067685033534148,0.00782334264851442,0.0,0.0,0.0,0.957483880809416
2012-08-29 00:00:00+00:00,10379.596963417413,0.5131213378610454,-0.06437078877053666,0.0017671742745037338,0.009166102534883157,0.0,0.0,0.0,0.9574710010173273
2012-08-30 00:00:00+00:00,10368.780467086162,0.5128163071054593,-0.0661424337418793,0.0013126563442438562,0.006812801649117679,0.0,0.0,0.0,0.9573378063787334
2012-08-31 00:00:00+00:00,10359.281890872917,0.518309286711279,-0.06580767103901718,0.0017011320818221196,0.008818168770095777,0.0,0.0,0.0,0.9558969942049906
2012-09-04 00:00:00+00:00,10355.515596444782,0.5879002721905098,0.13907526584283367,0.47349713286865475,2.452172871388735,0.0,0.0,0.0,0.9495472789185267
2012-09-05 00:00:00+00:00,10348.965290352668,0.5882606991575411,0.13833368030106816,0.0007493112150519787,0.0038805423778061447,0.0,0.0,0.0,0.9510115417348446
2012-09-06 00:00:00+00:00,10388.732323395261,0.5916575782007015,0.14237793722930656,0.0013340886132699598,0.006902993353575725,0.0,0.0,0.0,0.94722740835893
2012-09-07 00:00:00+00:00,10375.353827992383,0.5935295558354913,0.13781850098754922,0.005282175977310368,0.027441611732766946,0.0,0.0,0.0,0.9501660516186217
2012-09-10 00:00:00+00:00,10356.14435814742,0.5863689267015273,0.1376155040545427,0.005218619814230576,0.027067604033507525,0.0,0.0,0.0,0.9518427302479318
2012-09-11 00:00:00+00:00,10348.443381849866,0.5910681907650438,0.13864869879878575,0.002536186216121495,0.013128980929251962,0.0,0.0,0.0,0.9508884035705879
2012-09-12 00:00:00+00:00,10358.526578527397,0.5891901687723442,0.1400005609545061,0.003094085826670024,0.016007487369101472,0.0,0.0,0.0,0.9499661220467456
2012-09-13 00:00:00+00:00,10376.465002139399,0.5927580503819968,0.1406324168386719,0.0019131407514086374,0.00990762859310403,0.0,0.0,0.0,0.9481538637228812
2012-09-14 00:00:00+00:00,10377.419963928094,0.5915207092427199,0.13923433700503765,0.004404748648134088,0.02285022079881729,0.0,0.0,0.0,0.9495251665125486
2012-09-17 00:00:00+00:00,10362.740356446668,0.5873699768334387,0.13791433389914934,0.004484709621748101,0.023267746847198692,0.0,0.0,0.0,0.9513927748959011
2012-09-18 00:00:00+00:00,10363.590738653698,0.5749044516954561,0.48024719145248673,0.3731754074179835,1.9345484862329185,0.0,0.0,0.0,0.9526671128898477
2012-09-19 00:00:00+00:00,10359.657748115022,0.575229441252747,0.48005234121090634,0.0010447249742648532,0.0054148409081982846,0.0,0.0,0.0,0.95238976804928
2012-09-20 00:00:00+00:00,10359.88295061604,0.5748681982147075,0.48042167793580765,0.0013998202849102581,0.007250315761833725,0.0,0.0,0.0,0.950977389371897
2012-09-21 00:00:00+00:00,10378.020061710682,0.5759657962460111,0.4809699044263311,0.001301569146873252,0.0067461040833335225,0.0,0.0,0.0,0.9520445254960195
2012-09-24 00:00:00+00:00,10345.32273554726,0.5747777105116204,0.48000117933204534,0.0020758274478544746,0.010745251032957703,0.0,0.0,0.0,0.9519739284052677
2012-09-25 00:00:00+00:00,10316.54040621218,0.5740027840471373,0.47877213913423106,0.0015131448063450924,0.007829264912453452,0.0,0.0,0.0,0.9530221124093642
2012-09-26 00:00:00+00:00,10284.347544983448,0.5738565975506419,0.47887998831028644,0.0025689533899668805,0.013247982352393604,0.0,0.0,0.0,0.952597093394128
2012-09-27 00:00:00+00:00,10330.939972035547,0.5774654712673553,0.4826158298303042,0.0019464634254649643,0.010011014909813223,0.0,0.0,0.0,0.9494971493125368
